ID_df1,PARENT_ID_df1,URI_df1,FILE_PATH_df1,NAME,METHOD_df1,STATUS_df1,SIZE_df1,TYPE_df1,EXT_df1,LAST_MODIFIED_df1,EXTENSION_MISMATCH_df1,HASH_df1,FORMAT_COUNT_df1,PUID_df1,MIME_TYPE_df1,FORMAT_NAME_df1,FORMAT_VERSION_df1,ID_df2,PARENT_ID_df2,URI_df2,FILE_PATH_df2,METHOD_df2,STATUS_df2,SIZE_df2,TYPE_df2,EXT_df2,LAST_MODIFIED_df2,EXTENSION_MISMATCH_df2,HASH_df2,FORMAT_COUNT_df2,PUID_df2,MIME_TYPE_df2,FORMAT_NAME_df2,FORMAT_VERSION_df2
2198,2139.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6d_smw_2006-06-29.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6d_smw_2006-06-29.zip,6d_smw_2006-06-29.zip,Signature,Done,355387.0,Container,zip,2006-06-29T08:01:03,False,,1.0,x-fmt/263,application/zip,ZIP Format,,396,383.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060629_Plaene/6d_smw_2006-06-29.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060629_Plaene/6d_smw_2006-06-29.zip,Signature,Done,355387.0,Container,zip,2009-08-12T00:23:32,False,,1.0,x-fmt/263,application/zip,ZIP Format,
2200,2198.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6d_smw_2006-06-29.zip!/6d_smw_2006-06-29.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6d_smw_2006-06-29.zip!/6d_smw_2006-06-29.dxf,6d_smw_2006-06-29.dxf,Signature,Done,8303360.0,File,dxf,2006-06-29T09:50:18,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,397,396.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060629_Plaene/6d_smw_2006-06-29.zip!/6d_smw_2006-06-29.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060629_Plaene/6d_smw_2006-06-29.zip!/6d_smw_2006-06-29.dxf,Signature,Done,8303360.0,File,dxf,2006-06-29T09:50:18,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2201,2139.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.dxf,6s_2006-05-12.dxf,Signature,Done,23057184.0,File,dxf,2006-05-12T12:17:13,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,382,381.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060512_Plaene/6s_2006-05-12.zip!/6s_2006-05-12.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060512_Plaene/6s_2006-05-12.zip!/6s_2006-05-12.dxf,Signature,Done,23057184.0,File,dxf,2006-05-12T14:17:14,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2202,2139.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.zip,6s_2006-05-12.zip,Signature,Done,860418.0,Container,zip,2006-05-12T12:17:31,False,,1.0,x-fmt/263,application/zip,ZIP Format,,381,355.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060512_Plaene/6s_2006-05-12.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060512_Plaene/6s_2006-05-12.zip,Signature,Done,860418.0,Container,zip,2006-05-12T15:05:00,False,,1.0,x-fmt/263,application/zip,ZIP Format,
2203,2139.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6sit_2006-03-17.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6sit_2006-03-17.dxf,6sit_2006-03-17.dxf,Signature,Done,3993418.0,File,dxf,2006-06-26T08:58:23,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,402,329.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/6sit_2006-03-17.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/6sit_2006-03-17.dxf,Signature,Done,3993418.0,File,dxf,2006-06-26T08:58:24,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2204,2202.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.zip!/6s_2006-05-12.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6s_2006-05-12.zip!/6s_2006-05-12.dxf,6s_2006-05-12.dxf,Signature,Done,23057184.0,File,dxf,2006-05-12T14:17:14,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,382,381.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060512_Plaene/6s_2006-05-12.zip!/6s_2006-05-12.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060512_Plaene/6s_2006-05-12.zip!/6s_2006-05-12.dxf,Signature,Done,23057184.0,File,dxf,2006-05-12T14:17:14,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2206,2205.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6sit_2006-03-17.zip!/6sit_2006-03-17.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/sichtmauerwerk/Ausgang/6sit_2006-03-17.zip!/6sit_2006-03-17.dxf,6sit_2006-03-17.dxf,Signature,Done,3993418.0,File,dxf,2006-06-26T10:58:24,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,402,329.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/6sit_2006-03-17.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/6sit_2006-03-17.dxf,Signature,Done,3993418.0,File,dxf,2006-06-26T08:58:24,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2252,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.pdf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.pdf,6d_t06_2006-06-19.pdf,Signature,Done,189620.0,File,pdf,2006-06-21T06:34:04,False,,1.0,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3,373,372.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060621_Plaene/6d_t06_2006-06-19.pdf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.pdf,Signature,Done,189620.0,File,pdf,2006-06-24T11:46:00,False,,1.0,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3
2253,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.pdf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.pdf,6d_t07_2006-06-19.pdf,Signature,Done,177104.0,File,pdf,2006-06-21T06:33:07,False,,1.0,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3,374,372.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060621_Plaene/6d_t07_2006-06-19.pdf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.pdf,Signature,Done,177104.0,File,pdf,2006-06-24T11:46:00,False,,1.0,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3
2261,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.dxf,6d_t06_2006-06-19.dxf,Signature,Done,5549710.0,File,dxf,2006-06-21T06:31:51,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,386,385.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,Signature,Done,5549693.0,File,dxf,2006-06-21T08:18:04,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2262,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.zip,6d_t06_2006-06-19.zip,Signature,Done,321805.0,Container,zip,2006-06-21T06:19:12,False,,1.0,x-fmt/263,application/zip,ZIP Format,,385,372.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060621_Plaene/6d_t06_2006-06-19.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.zip,Signature,Done,321805.0,Container,zip,2006-06-24T11:46:00,False,,1.0,x-fmt/263,application/zip,ZIP Format,
2263,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.dxf,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.dxf,6d_t07_2006-06-19.dxf,Signature,Done,4617061.0,File,dxf,2006-06-21T06:32:31,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,388,387.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,Signature,Done,4617061.0,File,dxf,2006-06-21T08:18:20,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2264,2262.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,6d_t06_2006-06-19.dxf,Signature,Done,5549693.0,File,dxf,2006-06-21T08:18:04,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,386,385.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t06_2006-06-19.zip!/6d_t06_2006-06-19.dxf,Signature,Done,5549693.0,File,dxf,2006-06-21T08:18:04,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
2265,2251.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.zip,6d_t07_2006-06-19.zip,Signature,Done,322451.0,Container,zip,2006-06-21T06:19:23,False,,1.0,x-fmt/263,application/zip,ZIP Format,,387,372.0,file:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth%26Deplazes/060621_Plaene/6d_t07_2006-06-19.zip,/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.zip,Signature,Done,322451.0,Container,zip,2006-06-24T11:46:00,False,,1.0,x-fmt/263,application/zip,ZIP Format,
2266,2265.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/P_156_2005_Flaesch_Neubau-Erweiterung-Weingut-Gantenbein/CAD/WP_DEF/temp/tortec/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,6d_t07_2006-06-19.dxf,Signature,Done,4617061.0,File,dxf,2006-06-21T08:18:20,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002,388,387.0,zip:file:///home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,zip:/home/jovyan/work/dca-digitalmaterialcopies/WeingutGantenbein/gramazio-kohler-archiv-server/036_WeingutGantenbein/03_Plaene/02_Vorlagen_Bearth&Deplazes/060621_Plaene/6d_t07_2006-06-19.zip!/6d_t07_2006-06-19.dxf,Signature,Done,4617061.0,File,dxf,2006-06-21T08:18:20,False,,1.0,fmt/78,image/vnd.dxf,Drawing Interchange File Format (ASCII),2000-2002
